Num,Movements,Exercise Type,Target Muscle,Movement Pattern,Equipment,Skills Level,Desc
1983,Total Fitness Dumbbell Reverse Lunge,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"Total Fitness Dumbbell Reverse Lunge is a simple, yet effective, full-body movement that can be performed with a set of dumbbells It strengthens the core, increases balance, and tones the legs while also working the arms The movement involves taking a big step back with one foot while holding a dumbbell in each hand, lowering into a lunge position with the opposite knee touching the ground, pausing momentarily and then pushing up with the front leg to return to standing position"
1984,Single-Arm Dumbbell Snatch-,Strength,Quadriceps,Pull,Dumbbell,Intermediate,"The Single-Arm Dumbbell Snatch is a dynamic fitness movement that requires fast, explosive movements to transition a dumbbell from the floor to overhead in a single motion This movement requires strong core stability and full-body coordination as well as increased power output It is a great exercise for building both muscular strength and endurance, as well as developing functional fitness"
1985,Total Fitness Dumbbell Step-Up,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Total Fitness Dumbbell Step-Up is a great full body movement for building strength and endurance It involves stepping up and onto a box or step with one foot while holding dumbbells to your sides This exercise works the entire lower body as well as the core muscles, providing a fantastic fitness challenge"
1986,Single-Arm Dumbbell Front Squat,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"Single-Arm Dumbbell Front Squat is an excellent, yet challenging, exercise that strengthens the core and builds muscle in the quads, glutes and hamstrings It relies on balance and stability, and requires proper form to execute correctly This exercise can be beneficial for any fitness enthusiast, as it provides stability and will help to build core strength, adding instability to the exercise"
1987,King Maker Weighted Jump Squat,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"The King Maker Weighted Jump Squat is a popular fitness movement designed to strengthen the core, legs and glutes as well as promote improved agility and balance It involves performing a deep jump squat with added weight held close to the chest and then jumping explosively to full extension, ensuring the core remains braced throughout the movement This exercise can be used to build power and performance as well as mobility and coordination"
1988,3D Dumbbell Lunge,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The 3D Dumbbell Lunge is a type of functional strength training exercise that works on multiple muscle groups It is an intense full-body movement that challenges the core and builds strength and stability, while developing both lower and upper body strength It is designed to be a total body exercise by engaging the entire kinetic chain, while challenging coordination and balance"
1989,Metaburn Dumbbell Burpee,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"The Metaburn Dumbbell Burpee is a powerful full-body workout combining aerobic and resistance training It works by combining the two exercises of a burpee and a dumbbell press This is done by bending down to perform a burpee followed by a dumbbell press while standing This movement will help to raise your heart rate, torch calories and build strength all in one exercise"
1990,Dumbbell Jump Squat With Rotation,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"Dumbbell Jump Squat with Rotation is a dynamic exercise that combines full-body movement and power to target your quadriceps, hamstrings, glutes, core muscles, and shoulders The movement works by incorporating a jump while simultaneously performing a rotating trunk movement, which increases force output and overall difficulty This complex exercise is an effective way to build strength, power, and stability throughout the entire body"
1991,Metaburn Dumbbell Wide Squat To Rack,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"Metaburn Dumbbell Wide Squat To Rack is a fitness movement designed to build strength and shape the glutes and thighs It involves standing with feet wider than shoulder-width apart and holding a pair of dumbbells; maintaining a tall, proud posture, Squat down and back up again with control, and pressing the dumbbells towards the ceiling as you come back to standing The emphasis is on using slow, controlled movements to increase stability and build strength"
1992,Metaburn Reverse Lunge To High Pull,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Metaburn Reverse Lunge to High Pull is a functional fitness exercise that combines a reverse lunge with an explosive high pull It not only strengthens and develops the large muscles of the legs and back, but also engages the core and arms It is an excellent move for building strength and explosiveness It can also be incorporated into high-intensity interval training for an effective full-body workout"
1993,Metaburn Reverse Lunge With Overhead Raise,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"Metaburn Reverse Lunge With Overhead Raise is a full-body, fat-blasting exercise that combines a reverse lunge with an overhead raise to target the glutes, quads, core, and shoulders This exercise provides a functional and challenge to the body while increasing cardiovascular and muscular endurance It is an excellent way to increase total body strength, coordination and raise the heart rate for an efficient fat-burning workout"
1994,Metaburn Squat To Triceps Extension,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"Metaburn Squat To Triceps Extension is a total-body fitness movement that uses body weight and leveraged exercises to target areas such as the lower body, upper body, and core This move is used to develop muscular strength, muscular endurance, balance, coordination, and muscle hypertrophy It involves an explosive push-up, a squatted jump, and a triceps extension It can be modified accordingly for all levels of fitness"
1995,30 Legs Dumbbell Goblet Squat,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"30 Legs Dumbbell Goblet Squat is a challenging functional fitness circuit exercise that focuses on lower body, core and overall strength It involves standing with feet hip or shoulder-width apart, holding a dumbbell in a goblet position, and performing deep squats for 30 continuous repetitions This exercise helps improve balance, coordination, and stability, while building strength and endurance"
1996,30 Legs Dumbbell Squat,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"The 30 Legs Dumbbell Squat is an intense yet rewarding full-body workout that targets both the lower and upper body This challenging movement consists of holding two dumbbells in the air while squatting, alternating the side with each rep to ensure an even distribution of the weight With each rep, your hips are pushed back and your chest rises while you lower yourself to a 90-degree angle and then return back up This movement encourages core strength and balance while engaging the glutes"
